release,classifier,parameters,feature_type,technique,val_auc,accuracy,precision,recall,gmean,auc,f1,mcc,recall_u,gmean_pu,val_time,train_time,pred_time,recall_o,precision_o,fpr,fpr_o
66,rf,alpha_0.8,bert,propagation2,0.692,0.717,0.011,0.8,0.092,0.809,0.021,0.088,0.822,2.269,6484.654,1062.157,0.184,0.8108108108108109,0.045061960195268494,0.2800807823129252,0.27358795051102747
69,rf,"{'max_depth': 5, 'max_features': 0.01, 'max_leaf_nodes': 40, 'n_estimators': 426}",bert,adaptation,0.793,0.743,0.008,1.0,0.09,0.941,0.016,0.083,0.765,3.899,7691.884,6.706,0.494,0.7983193277310925,0.03855519480519481,0.2549019607843137,0.24965749815575933
78,rf,"{'max_depth': 2, 'max_features': 0.6647310207048, 'max_leaf_nodes': 482, 'n_estimators': 413}",bert,regularize,256.434,0.89,0.002,0.5,0.031,0.614,0.004,0.05,0.63,2.304,7400.759,292.047,0.243,0.6129032258064516,0.017790262172284643,0.10833333333333328,0.10689901151533676
69,rf,"{'max_depth': 5, 'max_features': 0.01, 'max_leaf_nodes': 40, 'n_estimators': 426}",bert,baseline,0.793,0.812,0.01,0.9,0.095,0.934,0.02,0.089,0.676,4.348,7711.775,7.65,0.451,0.7058823529411765,0.04692737430167598,0.18481435127242385,0.1797871219306566
63,rf,"{'max_depth': 6, 'max_features': 0.04381264206184507, 'max_leaf_nodes': 26, 'n_estimators': 413}",bert,adaptation,0.813,0.721,0.016,0.824,0.115,0.824,0.032,0.103,0.747,2.442,7684.854,22.803,0.369,0.7632850241545893,0.06081601231716705,0.27475008061915507,0.26675412703618673
71,rf,alpha_1.1,bert,propagation1,0.824,0.899,0.022,0.512,0.107,0.726,0.043,0.097,0.567,2.678,7357.545,317.495,0.251,0.53125,0.05391120507399577,0.09621385479509048,0.09362904069463329
68,rf,"{'max_depth': 2, 'max_features': 0.01, 'max_leaf_nodes': 500, 'n_estimators': 215}",bert,baseline,0.923,0.863,0.021,0.619,0.113,0.796,0.04,0.093,0.515,2.903,7781.416,2.164,0.125,0.5328467153284672,0.058121019108280256,0.12984271086245114,0.12614629985071446
71,rf,alpha_1.1,bert,propagation2,0.824,0.927,0.024,0.39,0.097,0.791,0.045,0.098,0.517,2.201,7398.706,416.262,0.319,0.4583333333333333,0.0658682634730539,0.06781776575826914,0.06527879485301813
69,rf,prune_by_noise_rate_0.15378924061672802,bert,pruning,0.793,0.728,0.008,1.0,0.088,0.932,0.015,0.077,0.745,3.683,7706.736,27.082,0.431,0.7815126050420168,0.03564584131851284,0.2700250312891114,0.26514912003372326
70,rf,alpha_1.1,bert,propagation2,0.938,0.716,0.001,0.75,0.029,0.896,0.002,0.056,0.808,1.992,7913.52,17.969,0.135,0.8048780487804879,0.024246877296105803,0.28214174535643877,0.27785333193848727
70,rf,"{'max_depth': 2, 'max_features': 0.01, 'max_leaf_nodes': 307, 'n_estimators': 200}",bert,adaptation,0.938,0.845,0.002,0.75,0.039,0.88,0.004,0.061,0.59,3.709,7932.032,1.925,0.178,0.5975609756097561,0.033515731874145006,0.15139566255058623,0.14781880949890158
69,rf,prune_by_noise_rate_0.15378924061672802,bert,flipping,0.793,0.838,0.012,0.9,0.103,0.942,0.023,0.09,0.608,5.073,7704.741,32.099,0.454,0.6470588235294118,0.050195567144719684,0.15811430955360872,0.15354621140267677
70,rf,"{'max_depth': 2, 'max_features': 0.01, 'max_leaf_nodes': 307, 'n_estimators': 200}",bert,biased,0.938,0.915,0.003,0.5,0.036,0.876,0.005,0.063,0.423,3.13,7929.562,16.639,3.67,0.4268292682926829,0.045454545454545456,0.07969285047213859,0.07689088816821843
70,rf,alpha_1.1,bert,propagation1,0.938,0.747,0.001,0.75,0.03,0.89,0.002,0.059,0.782,2.241,7961.243,16.114,0.14,0.7804878048780488,0.026446280991735537,0.25080419217598837,0.2464692959514594
70,rf,prune_by_noise_rate_0.6382492621268178,bert,pruning,0.938,0.882,0.002,0.5,0.03,0.866,0.004,0.061,0.513,2.191,7952.745,10.137,0.131,0.5121951219512195,0.038181818181818185,0.11393587215938572,0.11068103358091852
70,rf,prune_by_noise_rate_0.6382492621268178,bert,flipping,0.938,0.845,0.002,0.75,0.039,0.871,0.004,0.055,0.538,3.712,7973.933,10.511,0.132,0.5487804878048781,0.030800821355236138,0.15129189581820068,0.14813264985877184
82,rf,alpha_0.8,bert,propagation1,0.93,0.769,0.005,0.733,0.06,0.811,0.01,0.047,0.0,2.322,7247.753,659.594,0.177,0.7333333333333333,0.0049172999552972736,0.23084102457741362,0.23084102457741362
66,rf,"{'max_depth': 2, 'max_features': 0.6647310207048, 'max_leaf_nodes': 482, 'n_estimators': 413}",bert,regularize,10.074,0.744,0.01,0.714,0.086,0.794,0.021,0.086,0.754,2.007,7861.456,274.853,0.248,0.75,0.04623073719283632,0.25255102040816324,0.24636901559978486
75,rf,"{'max_depth': 12, 'max_features': 0.06109080969652235, 'max_leaf_nodes': 180, 'n_estimators': 102}",bert,manual_cleaning,0.895,0.676,0.001,1.0,0.031,0.909,0.002,0.05,0.918,3.091,8155.145,12.066,0.094,0.9230769230769231,0.015204307887234716,0.32332137365453617,0.32031732948691527
68,rf,alpha_0.8,bert,propagation1,0.923,0.867,0.019,0.548,0.102,0.79,0.037,0.086,0.505,2.354,8203.216,16.965,0.189,0.5036496350364964,0.05693069306930693,0.12551462050036943,0.12188099808061426
68,rf,"{'max_depth': 2, 'max_features': 0.01, 'max_leaf_nodes': 500, 'n_estimators': 215}",bert,biased,0.923,0.851,0.018,0.595,0.104,0.786,0.035,0.084,0.515,2.45,8201.854,20.279,3.982,0.5255474452554745,0.05232558139534884,0.14261585558957035,0.13904883770526766
63,rf,alpha_0.8,bert,propagation2,0.813,0.528,0.011,0.941,0.101,0.836,0.021,0.075,0.842,1.869,8038.485,179.803,0.496,0.8647342995169082,0.04036986919260262,0.4714608190906159,0.4651798403848256
68,rf,alpha_0.8,bert,propagation2,0.923,0.905,0.024,0.476,0.106,0.791,0.045,0.097,0.455,2.559,8236.749,19.011,0.18,0.45255474452554745,0.07354685646500593,0.086878496780323,0.08328001706120713
65,rf,"{'max_depth': 2, 'max_features': 0.6647310207048, 'max_leaf_nodes': 482, 'n_estimators': 413}",bert,regularize,135.936,0.886,0.014,0.259,0.061,0.671,0.027,0.079,0.448,0.653,7991.134,268.697,0.224,0.39896373056994816,0.07971014492753623,0.10201457351050147,0.09670401392363759
68,rf,"{'max_depth': 2, 'max_features': 0.01, 'max_leaf_nodes': 500, 'n_estimators': 215}",bert,adaptation,0.923,0.784,0.014,0.69,0.099,0.788,0.028,0.083,0.653,2.237,8282.41,1.974,0.174,0.656934306569343,0.04437869822485207,0.2110207959463739,0.20665387076135633
68,rf,prune_by_noise_rate_0.4947793061865999,bert,pruning,0.923,0.849,0.019,0.619,0.108,0.786,0.036,0.087,0.525,2.619,8219.091,10.32,0.152,0.5401459854014599,0.05316091954022988,0.1441993032830149,0.1405416933248027
68,rf,prune_by_noise_rate_0.4947793061865999,bert,flipping,0.923,0.845,0.016,0.548,0.094,0.788,0.031,0.082,0.564,1.993,8242.263,10.497,0.163,0.5474452554744526,0.052374301675977654,0.1487385200042225,0.14470036255065044
70,rf,"{'max_depth': 2, 'max_features': 0.01, 'max_leaf_nodes': 307, 'n_estimators': 200}",bert,baseline,0.938,0.741,0.001,0.75,0.03,0.871,0.002,0.058,0.782,2.188,8339.251,2.358,0.168,0.7804878048780488,0.0258272800645682,0.25682266265435305,0.2525368762422847
63,rf,prune_by_noise_rate_0,bert,pruning,0.813,0.869,0.024,0.549,0.115,0.835,0.046,0.119,0.544,2.435,7749.368,98.952,0.371,0.5458937198067633,0.09758203799654577,0.12146619370095668,0.11424510768557994
63,rf,prune_by_noise_rate_0,bert,flipping,0.813,0.88,0.028,0.569,0.125,0.822,0.052,0.127,0.532,2.87,7703.636,107.223,0.259,0.5410628019323671,0.1062618595825427,0.110179511985381,0.10298458510987207
72,rf,"{'max_depth': 15, 'max_features': 0.01, 'max_leaf_nodes': 490, 'n_estimators': 399}",bert,manual_cleaning,0.958,0.865,0.002,1.0,0.048,0.966,0.005,0.085,0.778,7.491,8469.983,9.704,0.353,0.7878787878787878,0.040310077519379844,0.1332298136645963,0.12899864541002393
68,rf,"{'max_depth': 13, 'max_features': 0.44007570751101494, 'max_leaf_nodes': 166, 'n_estimators': 78}",bert,manual_cleaning,0.959,0.821,0.022,0.905,0.141,0.911,0.043,0.137,0.861,4.534,8472.207,90.823,0.083,0.8686131386861314,0.06926658905704307,0.177346141665787,0.17050543825975684
66,rf,alpha_0.8,bert,propagation1,0.692,0.672,0.009,0.829,0.088,0.813,0.019,0.083,0.864,2.092,7448.818,932.37,0.2,0.8513513513513513,0.04065827686350436,0.3263180272108843,0.3198493813878429
82,rf,alpha_0.8,bert,propagation2,0.93,0.779,0.005,0.733,0.061,0.851,0.01,0.049,0.0,2.423,7238.837,1183.184,0.316,0.7333333333333333,0.005130597014925373,0.22119672301151094,0.22119672301151094
68,rf,"{'max_depth': 2, 'max_features': 0.09570455045322371, 'max_leaf_nodes': 351, 'n_estimators': 371}",bert,regularize,342.32,0.883,0.022,0.571,0.113,0.802,0.043,0.098,0.515,2.906,8594.659,36.049,0.241,0.5182481751824818,0.06641721234798878,0.11031352264330196,0.10641927916400085
73,rf,"{'max_depth': 4, 'max_features': 0.11763621903197981, 'max_leaf_nodes': 30, 'n_estimators': 439}",bert,regularize,1431.556,0.808,0.005,0.692,0.058,0.876,0.01,0.06,0.72,2.517,8582.959,84.955,0.357,0.7049180327868853,0.023306233062330622,0.18972822155626745,0.18714300550420604
79,rf,"{'max_depth': 9, 'max_features': 0.3335238699730683, 'max_leaf_nodes': 103, 'n_estimators': 282}",bert,manual_cleaning,0.876,0.993,0.19,0.462,0.296,0.928,0.27,0.294,0.643,33.302,8549.083,164.344,0.198,0.5,0.30158730158730157,0.005191896569276211,0.0044847620018346745
77,rf,"{'max_depth': 8, 'max_features': 0.3050033026673992, 'max_leaf_nodes': 14, 'n_estimators': 98}",bert,manual_cleaning,0.915,0.844,0.001,0.286,0.019,0.672,0.003,0.067,0.868,0.527,8694.797,50.064,0.075,0.7931034482758621,0.03040317250495704,0.15472045873438456,0.15100360267627377
74,rf,"{'max_depth': 2, 'max_features': 0.6294026015120749, 'max_leaf_nodes': 369, 'n_estimators': 152}",bert,manual_cleaning,0.866,0.619,0.001,0.667,0.019,0.807,0.001,0.046,0.947,1.168,8728.894,89.439,0.095,0.9333333333333333,0.015147416824452259,0.3805355303810505,0.37718843882730757
76,rf,"{'max_depth': 14, 'max_features': 0.427450233836253, 'max_leaf_nodes': 450, 'n_estimators': 390}",bert,manual_cleaning,0.929,0.79,0.011,0.92,0.101,0.93,0.022,0.092,0.93,4.005,8546.985,300.552,0.303,0.9206349206349206,0.02810077519379845,0.20950523506466845,0.20671887881286066
78,rf,prune_by_noise_rate_0,bert,pruning,0.814,0.908,0.002,0.5,0.033,0.646,0.004,0.044,0.481,2.753,6419.366,342.115,0.227,0.4838709677419355,0.016778523489932886,0.09065040650406508,0.08957505350045858
78,rf,"{'max_depth': 9, 'max_features': 0.13754957431261366, 'max_leaf_nodes': 484, 'n_estimators': 398}",bert,manual_cleaning,0.85,0.99,0.023,0.5,0.107,0.799,0.043,0.161,0.481,27.966,8836.69,106.801,0.298,0.4838709677419355,0.17045454545454544,0.008739837398374029,0.007439111382859465
71,rf,prune_by_noise_rate_0,bert,pruning,0.824,0.72,0.009,0.61,0.075,0.697,0.018,0.056,0.717,1.334,7341.526,231.617,0.248,0.6666666666666666,0.023782980304719436,0.2773039317661743,0.27481954179307455
78,rf,prune_by_noise_rate_0,bert,flipping,0.814,0.733,0.001,0.5,0.02,0.653,0.002,0.032,0.778,0.94,6410.374,363.554,0.227,0.7419354838709677,0.008781977854142803,0.26595528455284556,0.2645470294507286
71,rf,prune_by_noise_rate_0.026548557861472477,bert,flipping,0.824,0.795,0.012,0.561,0.081,0.734,0.023,0.066,0.667,1.552,7405.544,240.19,0.247,0.6145833333333334,0.03013278855975485,0.20126898273351368,0.1986609477978868
65,rf,"{'max_depth': 2, 'max_features': 0.6647310207048, 'max_leaf_nodes': 482, 'n_estimators': 413}",bert,adaptation,0.874,0.837,0.014,0.389,0.075,0.678,0.028,0.078,0.531,0.978,8700.238,202.682,0.217,0.49222797927461137,0.06542699724517906,0.15334333476210882,0.1476123137169586
70,rf,"{'max_depth': 2, 'max_features': 0.01, 'max_leaf_nodes': 21, 'n_estimators': 441}",bert,regularize,347.089,0.752,0.001,0.75,0.031,0.883,0.003,0.06,0.782,2.279,9192.728,4.902,0.271,0.7804878048780488,0.02689075630252101,0.24665352288056452,0.2422847578198556
65,rf,"{'max_depth': 2, 'max_features': 0.6647310207048, 'max_leaf_nodes': 482, 'n_estimators': 413}",bert,biased,0.874,0.859,0.014,0.315,0.066,0.695,0.026,0.075,0.476,0.756,8763.377,166.413,4.817,0.43523316062176165,0.06829268292682927,0.12998285469352766,0.12466006744261937
63,rf,"{'max_depth': 6, 'max_features': 0.04381264206184507, 'max_leaf_nodes': 26, 'n_estimators': 413}",bert,baseline,0.813,0.639,0.012,0.824,0.101,0.819,0.025,0.082,0.766,1.884,9204.41,37.216,0.618,0.7777777777777778,0.04781704781704782,0.35741158765989467,0.3504974308516453
73,rf,"{'max_depth': 13, 'max_features': 0.023817482363820756, 'max_leaf_nodes': 113, 'n_estimators': 132}",bert,baseline,0.959,0.894,0.007,0.538,0.061,0.813,0.014,0.061,0.52,2.815,9261.547,10.729,0.317,0.5081967213114754,0.031062124248496994,0.10240777100341014,0.10042579707134702
65,rf,"{'max_depth': 2, 'max_features': 0.6647310207048, 'max_leaf_nodes': 482, 'n_estimators': 413}",bert,baseline,0.874,0.886,0.014,0.259,0.061,0.671,0.027,0.079,0.448,0.653,9253.913,286.262,0.265,0.39896373056994816,0.07971014492753623,0.10201457351050147,0.09670401392363759
66,rf,"{'max_depth': 13, 'max_features': 0.335828298361745, 'max_leaf_nodes': 61, 'n_estimators': 370}",bert,manual_cleaning,0.86,0.908,0.031,0.771,0.155,0.927,0.06,0.187,0.822,6.504,9191.726,350.042,0.383,0.8108108108108109,0.1388888888888889,0.08896683673469385,0.08004303388918776
64,rf,"{'max_depth': 11, 'max_features': 0.470961600582284, 'max_leaf_nodes': 112, 'n_estimators': 78}",bert,manual_cleaning,0.856,0.78,0.015,0.861,0.114,0.903,0.03,0.123,0.809,3.387,9948.943,91.929,0.114,0.8144329896907216,0.07692307692307693,0.2164562379627648,0.2063561166739225
65,rf,alpha_0.9,bert,propagation1,0.874,0.841,0.015,0.389,0.076,0.686,0.029,0.077,0.51,1.006,8734.383,1218.787,0.209,0.47668393782383417,0.06520198440822111,0.14894984997856842,0.14347873381921028
67,rf,"{'max_depth': 14, 'max_features': 0.6689265882811144, 'max_leaf_nodes': 158, 'n_estimators': 99}",bert,manual_cleaning,0.938,0.793,0.009,0.85,0.086,0.923,0.017,0.115,0.899,3.5,10074.687,187.761,0.131,0.8896551724137931,0.06595092024539877,0.20505499153976314,0.1957989497374344
65,rf,alpha_0.9,bert,propagation2,0.874,0.833,0.014,0.389,0.074,0.667,0.027,0.076,0.524,0.956,8742.183,1468.193,0.191,0.48704663212435234,0.0632996632996633,0.1568795542220317,0.15131077994125963
66,rf,prune_by_noise_rate_0.1111320325642478,bert,pruning,0.692,0.735,0.01,0.743,0.088,0.808,0.021,0.085,0.771,2.092,6596.96,584.231,0.15,0.7635135135135135,0.04536330790847049,0.26201105442176875,0.25583647122108666
71,rf,"{'max_depth': 12, 'max_features': 0.18813170452674044, 'max_leaf_nodes': 142, 'n_estimators': 84}",bert,manual_cleaning,0.988,0.977,0.103,0.463,0.219,0.928,0.169,0.196,0.367,11.269,10846.249,41.335,0.081,0.3958333333333333,0.20652173913043478,0.017162471395881007,0.015273564180353638
69,rf,"{'max_depth': 14, 'max_features': 0.5811391333520435, 'max_leaf_nodes': 497, 'n_estimators': 224}",bert,manual_cleaning,0.933,0.867,0.013,0.8,0.1,0.94,0.025,0.134,0.873,4.83,10648.996,392.142,0.364,0.8571428571428571,0.08012568735271014,0.13110137672090116,0.12340604910949515
82,rf,prune_by_noise_rate_0,bert,flipping,0.93,0.812,0.004,0.533,0.049,0.757,0.009,0.035,0.0,1.516,7229.591,537.418,0.161,0.5333333333333333,0.004415011037527594,0.18707870994503784,0.18707870994503784
82,rf,prune_by_noise_rate_0,bert,pruning,0.93,0.698,0.003,0.667,0.048,0.725,0.007,0.031,0.0,1.469,7249.052,547.488,0.17,0.6666666666666666,0.0034223134839151265,0.3019807113968682,0.3019807113968682
66,rf,prune_by_noise_rate_0.1111320325642478,bert,flipping,0.692,0.6,0.006,0.686,0.066,0.716,0.013,0.057,0.805,1.18,6534.458,716.092,0.164,0.7837837837837838,0.030818278427205102,0.39753401360544216,0.3924690693921463
70,rf,"{'max_depth': 6, 'max_features': 0.41483840389501675, 'max_leaf_nodes': 344, 'n_estimators': 250}",bert,manual_cleaning,0.954,0.942,0.007,1.0,0.086,0.972,0.015,0.145,0.718,17.69,11431.148,264.214,0.238,0.7317073170731707,0.11009174311926606,0.056137802220608046,0.05073752484569516
65,rf,"{'max_depth': 9, 'max_features': 0.04205078477679843, 'max_leaf_nodes': 304, 'n_estimators': 126}",bert,manual_cleaning,0.922,0.894,0.038,0.685,0.161,0.857,0.072,0.175,0.71,4.529,12967.538,15.983,0.153,0.6994818652849741,0.13874614594039056,0.10030004286326621,0.09115631458718587
63,rf,"{'max_depth': 13, 'max_features': 0.335828298361745, 'max_leaf_nodes': 61, 'n_estimators': 370}",bert,manual_cleaning,0.849,0.968,0.056,0.157,0.094,0.832,0.083,0.14,0.234,1.621,13521.757,413.743,0.676,0.21256038647342995,0.30985915492957744,0.014403955713210848,0.010713895266207474
73,rf,"{'max_depth': 13, 'max_features': 0.14291945364647837, 'max_leaf_nodes': 312, 'n_estimators': 135}",bert,manual_cleaning,0.978,0.932,0.006,0.308,0.044,0.778,0.012,0.091,0.7,1.449,14549.864,72.271,0.218,0.6065573770491803,0.05845181674565561,0.06499948331094352,0.061896354761657446
65,rf,prune_by_noise_rate_0.5411283840262381,bert,flipping,0.874,0.838,0.015,0.407,0.079,0.67,0.029,0.078,0.51,1.081,8717.908,1049.538,0.192,0.48186528497409326,0.06453851492019431,0.15205743677668238,0.14663330795170237
65,rf,prune_by_noise_rate_0.341128384026238,bert,pruning,0.874,0.848,0.014,0.352,0.071,0.694,0.027,0.073,0.49,0.867,9192.479,1201.094,0.352,0.45077720207253885,0.06487695749440715,0.14166309472781824,0.1364081366256935
77,rf,"{'max_depth': 11, 'max_features': 0.3723081263705049, 'max_leaf_nodes': 151, 'n_estimators': 58}",bert,resampling,0.494,0.994,0.0,0.0,0.0,0.494,0.0,0.0,0.0,,3713.066,23.532,0.052,0.0,0.0,0.0,0.0
74,rf,"{'max_depth': 2, 'max_features': 0.02275340800912625, 'max_leaf_nodes': 301, 'n_estimators': 375}",bert,resampling,0.761,0.827,0.0,0.0,0.0,0.29,0.0,0.048,0.667,0.0,4659.825,8.08,0.204,0.6333333333333333,0.022933011466505733,0.17064881565396495,0.1677198798301046
72,rf,"{'max_depth': 2, 'max_features': 0.03785270911806026, 'max_leaf_nodes': 234, 'n_estimators': 208}",bert,resampling,0.777,0.701,0.001,0.667,0.022,0.787,0.001,0.032,0.635,1.498,5601.111,7.276,0.125,0.6363636363636364,0.01465457083042568,0.29648033126293993,0.2942586224861936
76,rf,"{'max_depth': 4, 'max_features': 0.13409597736336995, 'max_leaf_nodes': 301, 'n_estimators': 377}",bert,resampling,0.613,0.936,0.004,0.08,0.017,0.508,0.007,-0.005,0.023,0.11,5779.731,56.059,0.341,0.031746031746031744,0.0035211267605633804,0.058098952987066355,0.0583264633140973
81,rf,"{'max_depth': 3, 'max_features': 0.14522817506921018, 'max_leaf_nodes': 24, 'n_estimators': 196}",bert,resampling,0.741,0.604,0.001,0.714,0.031,0.69,0.003,0.02,0.727,1.288,5877.274,28.427,0.15,0.7222222222222222,0.0034049240440020955,0.3959501557632399,0.3955712652042832
64,rf,"{'max_depth': 2, 'max_features': 0.01, 'max_leaf_nodes': 259, 'n_estimators': 220}",bert,resampling,0.787,0.587,0.008,0.889,0.086,0.856,0.016,0.066,0.765,1.919,7290.635,3.366,0.17,0.7835051546391752,0.03934765726119596,0.4099079820243955,0.40389638659120597
79,rf,"{'max_depth': 2, 'max_features': 0.4977796519980964, 'max_leaf_nodes': 387, 'n_estimators': 138}",bert,resampling,0.577,0.737,0.004,0.385,0.039,0.622,0.008,0.02,0.643,0.566,7525.865,69.184,0.123,0.47368421052631576,0.006990291262135922,0.26112185686653777,0.26062582815207425
75,rf,"{'max_depth': 15, 'max_features': 0.01, 'max_leaf_nodes': 137, 'n_estimators': 213}",bert,resampling,0.737,0.904,0.0,0.0,0.0,0.347,0.0,0.029,0.347,0.0,7820.612,7.626,0.232,0.3269230769230769,0.018805309734513276,0.09267042542286008,0.0913867710694416
69,rf,"{'max_depth': 3, 'max_features': 0.14522817506921018, 'max_leaf_nodes': 24, 'n_estimators': 196}",bert,resampling,0.799,0.658,0.006,1.0,0.078,0.945,0.012,0.068,0.794,2.927,7919.25,38.036,0.123,0.8235294117647058,0.029850746268656716,0.34032123487692945,0.33565180735588573
66,rf,"{'max_depth': 4, 'max_features': 0.38994989984097755, 'max_leaf_nodes': 216, 'n_estimators': 184}",bert,resampling,0.69,0.624,0.008,0.771,0.077,0.768,0.015,0.072,0.873,1.582,8683.429,123.211,0.114,0.8513513513513513,0.03547297297297297,0.37468112244897955,0.3685852608929532
73,rf,"{'max_depth': 9, 'max_features': 0.04205078477679843, 'max_leaf_nodes': 304, 'n_estimators': 126}",bert,resampling,0.951,0.87,0.006,0.615,0.063,0.865,0.013,0.062,0.58,2.971,10259.943,18.633,0.129,0.5737704918032787,0.02834008097165992,0.12679549447142713,0.12462353307716278
71,rf,"{'max_depth': 2, 'max_features': 0.1805678842213383, 'max_leaf_nodes': 19, 'n_estimators': 457}",bert,resampling,0.797,0.86,0.017,0.537,0.094,0.743,0.032,0.08,0.583,2.096,10276.809,102.557,0.266,0.5520833333333334,0.03996983408748114,0.1356355315165384,0.13317292603828856
68,rf,"{'max_depth': 2, 'max_features': 0.03785270911806026, 'max_leaf_nodes': 234, 'n_estimators': 208}",bert,resampling,0.924,0.875,0.023,0.619,0.119,0.799,0.044,0.099,0.515,3.182,10648.616,10.635,0.127,0.5328467153284672,0.0636998254799302,0.11823076111052466,0.11441671998293879
82,rf,"{'max_depth': 8, 'max_features': 0.12073814270234184, 'max_leaf_nodes': 401, 'n_estimators': 93}",bert,resampling,0.938,0.793,0.003,0.467,0.04,0.704,0.007,0.025,0.0,1.05,11629.311,28.164,0.094,0.4666666666666667,0.003494757863205192,0.2069895260810951,0.2069895260810951
70,rf,"{'max_depth': 2, 'max_features': 0.027863215467336867, 'max_leaf_nodes': 354, 'n_estimators': 376}",bert,resampling,0.93,0.717,0.001,0.75,0.029,0.876,0.002,0.057,0.821,1.997,11722.72,15.511,0.248,0.8170731707317073,0.024677716390423574,0.2814153782297395,0.27701642431216655
78,rf,"{'max_depth': 2, 'max_features': 0.03785270911806026, 'max_leaf_nodes': 234, 'n_estimators': 208}",bert,resampling,0.759,0.455,0.0,0.5,0.014,0.638,0.001,0.02,0.963,0.459,13340.644,11.655,0.214,0.9032258064516129,0.00522095841879545,0.5448170731707317,0.5436665647610313
63,rf,"{'max_depth': 5, 'max_features': 0.533546108452762, 'max_leaf_nodes': 340, 'n_estimators': 259}",bert,resampling,0.793,0.762,0.015,0.627,0.096,0.734,0.029,0.087,0.639,1.692,13239.44,362.226,0.392,0.6328502415458938,0.06020220588235294,0.23046329141137267,0.22357056958565646
67,rf,"{'max_depth': 2, 'max_features': 0.03785270911806026, 'max_leaf_nodes': 234, 'n_estimators': 208}",bert,resampling,0.766,0.596,0.005,0.9,0.065,0.887,0.009,0.062,0.837,2.01,13748.524,10.78,0.131,0.8413793103448276,0.031945535480492275,0.40196700507614214,0.39620619440574434
65,rf,"{'max_depth': 2, 'max_features': 0.36603055595067435, 'max_leaf_nodes': 214, 'n_estimators': 478}",bert,resampling,0.875,0.838,0.014,0.37,0.072,0.682,0.027,0.078,0.524,0.897,20080.714,300.472,0.431,0.48704663212435234,0.06545961002785515,0.1517359622803257,0.14598063744153156
